nom1;nom2;nom3;nom4;code_postal;longitude;latitude
saint-martin-du-puy-33;SAINT-MARTIN-DU-PUY;saint martin du puy;Saint-Martin-du-Puy;33540;-0.033333;44.6667
balizac;BALIZAC;balizac;Balizac;33730;-0.433333;44.4833
etauliers;ETAULIERS;etauliers;Étauliers;33820;-0.566667;45.2167
portets;PORTETS;portets;Portets;33640;-0.416667;44.7
barsac-33;BARSAC;barsac;Barsac;33720;-0.316667;44.6167
temple-33;LE TEMPLE;le temple;Le Temple;33680;-0.983333;44.8833
podensac;PODENSAC;podensac;Podensac;33720;-0.35;44.65
laruscade;LARUSCADE;laruscade;Laruscade;33620;-0.333333;45.1167
brach;BRACH;brach;Brach;33480;-0.933333;45.05
ludon-medoc;LUDON-MEDOC;ludon medoc;Ludon-Médoc;33290;-0.6;44.9833
saint-denis-de-pile;SAINT-DENIS-DE-PILE;saint denis de pile;Saint-Denis-de-Pile;33910;-0.2;45
sainte-radegonde-33;SAINTE-RADEGONDE;sainte radegonde;Sainte-Radegonde;33350;-0.025;44.8417
montagne-33;MONTAGNE;montagne;Montagne;33570;-0.133333;44.9333
peintures;LES PEINTURES;les peintures;Peintures;33230;-0.1;45.0667
brouqueyran;BROUQUEYRAN;brouqueyran;Brouqueyran;33124;-0.183333;44.4833
saint-antoine-33;SAINT-ANTOINE;saint antoine;Saint-Antoine;33240;-0.416667;45.0167
cadaujac;CADAUJAC;cadaujac;Cadaujac;33140;-0.533333;44.75
mauguio;MAUGUIO;mauguio;Mauguio;34130;4.01667;43.6167
saint-jean-de-fos;SAINT-JEAN-DE-FOS;saint jean de fos;Saint-Jean-de-Fos;34150;3.55;43.7
perols;PEROLS;perols;Pérols;34470;3.95;43.5667
felines-minervois;FELINES-MINERVOIS;felines minervois;Félines-Minervois;34210;2.6;43.3333
montady;MONTADY;montady;Montady;34310;3.11667;43.3333
olargues;OLARGUES;olargues;Olargues;34390;2.91667;43.55
lunas-34;LUNAS;lunas;Lunas;34650;3.2;43.7
beaufort-34;BEAUFORT;beaufort;Beaufort;34210;2.76667;43.3
bessan;BESSAN;bessan;Bessan;34550;3.41667;43.3667
villetelle-34;VILLETELLE;villetelle;Villetelle;34400;4.15;43.7333
saint-series;SAINT-SERIES;saint series;Saint-Sériès;34400;4.1;43.7333
soubes;SOUBES;soubes;Soubès;34700;3.35;43.7667
castelnau-le-lez;CASTELNAU-LE-LEZ;castelnau le lez;Castelnau-le-Lez;34170;3.9;43.6333
saint-felix-de-lodez;SAINT-FELIX-DE-LODEZ;saint felix de lodez;Saint-Félix-de-Lodez;34725;3.45;43.65
plans-34;LES PLANS;les plans;Plans;34700;3.28333;43.75
valmascle;VALMASCLE;valmascle;Valmascle;34800;3.3;43.6
fabregues;FABREGUES;fabregues;Fabrègues;34690;3.76667;43.55
baillargues;BAILLARGUES;baillargues;Baillargues;34670;4.01667;43.6667
ganges;GANGES;ganges;Ganges;34190;3.7;43.9333
tressan;TRESSAN;tressan;Tressan;34230;3.5;43.5667
ceyras;CEYRAS;ceyras;Ceyras;34800;3.45834;43.6442
montoulieu-34;MONTOULIEU;montoulieu;Montoulieu;34190;3.8;43.9333
alignan-du-vent;ALIGNAN-DU-VENT;alignan du vent;Alignan-du-Vent;34290;3.35;43.4667
vieussan;VIEUSSAN;vieussan;Vieussan;34390;2.98333;43.5333
ferrieres-les-verreries;FERRIERES-LES-VERRERIES;ferrieres les verreries;Ferrières-les-Verreries;34190;3.8;43.8833
florensac;FLORENSAC;florensac;Florensac;34510;3.45;43.3833
usclas-du-bosc;USCLAS-DU-BOSC;usclas du bosc;Usclas-du-Bosc;34700;3.4;43.7167
villeveyrac;VILLEVEYRAC;villeveyrac;Villeveyrac;34560;3.6;43.5
campagne-34;CAMPAGNE;campagne;Campagne;34160;4.03333;43.7833
boisseron;BOISSERON;boisseron;Boisseron;34160;4.08333;43.75
balaruc-le-vieux;BALARUC-LE-VIEUX;balaruc le vieux;Balaruc-le-Vieux;34540;3.68333;43.45
saint-etienne-de-gourgas;SAINT-ETIENNE-DE-GOURGAS;saint etienne de gourgas;Saint-Étienne-de-Gourgas;34700;3.38333;43.7667
riols-34;RIOLS;riols;Riols;34220;2.78333;43.5
combaillaux;COMBAILLAUX;combaillaux;Combaillaux;34980;3.75;43.6667
marsillargues;MARSILLARGUES;marsillargues;Marsillargues;34590;4.18333;43.6667
viols-en-laval;VIOLS-EN-LAVAL;viols en laval;Viols-en-Laval;34380;3.72556;43.7525
peret;PERET;peret;Péret;34800;3.41667;43.5833
saint-vincent-de-barbeyrargues;SAINT-VINCENT-DE-BARBEYRARGUES;saint vincent de barbeyrargues;Saint-Vincent-de-Barbeyrargues;34730;3.87723;43.7062
ceilhes-et-rocozels;CEILHES-ET-ROCOZELS;ceilhes et rocozels;Ceilhes-et-Rocozels;34260;3.1;43.8
valros;VALROS;valros;Valros;34290;3.36667;43.4167
avene;AVENE;avene;Avène;34260;3.1;43.75
galargues;GALARGUES;galargues;Galargues;34160;4.01667;43.7667
beaulieu-34;BEAULIEU;beaulieu;Beaulieu;34160;4.01667;43.7333
vacquerie-et-saint-martin-de-castries;LA VACQUERIE-ET-SAINT-MARTIN-DE-CASTRIES;la vacquerie et saint martin de castries;La Vacquerie-et-Saint-Martin-de-Castries;34520;3.45;43.7833
montblanc;MONTBLANC;montblanc;Montblanc;34290;3.36667;43.4
viols-le-fort;VIOLS-LE-FORT;viols le fort;Viols-le-Fort;34380;3.7;43.75
saussines;SAUSSINES;saussines;Saussines;34160;4.05723;43.7634
bedarieux;BEDARIEUX;bedarieux;Bédarieux;34600;3.15;43.6167
montferrier-sur-lez;MONTFERRIER-SUR-LEZ;montferrier sur lez;Montferrier-sur-Lez;34980;3.85;43.6667
brignac-34;BRIGNAC;brignac;Brignac;34800;3.46667;43.6167
saint-paul-et-valmalle;SAINT-PAUL-ET-VALMALLE;saint paul et valmalle;Saint-Paul-et-Valmalle;34570;3.66667;43.6333
murviel-les-beziers;MURVIEL-LES-BEZIERS;murviel les beziers;Murviel-lès-Béziers;34490;3.14417;43.4406
liviniere;LA LIVINIERE;la liviniere;La Livinière;34210;2.63333;43.3167
lavalette-34;LAVALETTE;lavalette;Lavalette;34700;3.26667;43.7
restinclieres;RESTINCLIERES;restinclieres;Restinclières;34160;4.03333;43.7167
autignac;AUTIGNAC;autignac;Autignac;34480;3.16667;43.5
puechabon;PUECHABON;puechabon;Puéchabon;34150;3.61667;43.7167
fontes;FONTES;fontes;Fontès;34320;3.36667;43.5333
fos-34;FOS;fos;Fos;34320;3.25;43.5667
premian;PREMIAN;premian;Prémian;34390;2.83333;43.5333
sauteyrargues;SAUTEYRARGUES;sauteyrargues;Sauteyrargues;34270;3.91667;43.8333
camplong;CAMPLONG;camplong;Camplong;34260;3.13333;43.6667
moureze;MOUREZE;moureze;Mourèze;34800;3.36667;43.6167
aigues-vives-34;AIGUES-VIVES;aigues vives;Aigues-Vives;34210;2.81667;43.3333
roujan;ROUJAN;roujan;Roujan;34320;3.3;43.5167
lattes;LATTES;lattes;Lattes;34970;3.9;43.5667
oupia;OUPIA;oupia;Oupia;34210;2.76667;43.2833
brenas;BRENAS;brenas;Brenas;34650;3.25;43.65
espondeilhan;ESPONDEILHAN;espondeilhan;Espondeilhan;34290;3.26667;43.4333
vendemian;VENDEMIAN;vendemian;Vendémian;34230;3.56667;43.5833
mons-34;MONS;mons;Mons;34390;2.95556;43.5714
faugeres-34;FAUGERES;faugeres;Faugères;34600;3.18333;43.5667
saint-chinian;SAINT-CHINIAN;saint chinian;Saint-Chinian;34360;2.95;43.4167
caussiniojouls;CAUSSINIOJOULS;caussiniojouls;Caussiniojouls;34600;3.15;43.55
bassan;BASSAN;bassan;Bassan;34290;3.25;43.4
saint-aunes;SAINT-AUNES;saint aunes;Saint-Aunès;34130;3.96667;43.6333
lignan-sur-orb;LIGNAN-SUR-ORB;lignan sur orb;Lignan-sur-Orb;34490;3.18333;43.3833
saint-georges-d-orques;SAINT-GEORGES-D'ORQUES;saint georges d orques;Saint-Georges-d'Orques;34680;3.78333;43.6167
minerve;MINERVE;minerve;Minerve;34210;2.75;43.35
herepian;HEREPIAN;herepian;Hérépian;34600;3.11667;43.6
quarante;QUARANTE;quarante;Quarante;34310;2.96667;43.35
tourbes;TOURBES;tourbes;Tourbes;34120;3.38333;43.45
neffies;NEFFIES;neffies;Neffiès;34320;3.33333;43.5333
puilacher;PUILACHER;puilacher;Puilacher;34230;3.5;43.5667
lunel-viel;LUNEL-VIEL;lunel viel;Lunel-Viel;34400;4.08333;43.6833
laurens;LAURENS;laurens;Laurens;34480;3.2;43.5167
montouliers;MONTOULIERS;montouliers;Montouliers;34310;2.9;43.3333
lezignan-la-cebe;LEZIGNAN-LA-CEBE;lezignan la cebe;Lézignan-la-Cèbe;34120;3.43333;43.5
cruzy;CRUZY;cruzy;Cruzy;34310;2.95;43.35
cassagnoles-34;CASSAGNOLES;cassagnoles;Cassagnoles;34210;2.61667;43.3833
salvetat-sur-agout;LA SALVETAT-SUR-AGOUT;la salvetat sur agout;La Salvetat-sur-Agout;34330;2.70334;43.6009
saint-michel-34;SAINT-MICHEL;saint michel;Saint-Michel;34520;3.38333;43.85
agde;AGDE;agde;Agde;34300;3.46667;43.3167
vic-la-gardiole;VIC-LA-GARDIOLE;vic la gardiole;Vic-la-Gardiole;34110;3.8;43.4833
cessenon-sur-orb;CESSENON-SUR-ORB;cessenon sur orb;Cessenon-sur-Orb;34460;3.05139;43.45
ferrals-les-montagnes;FERRALS-LES-MONTAGNES;ferrals les montagnes;Ferrals-les-Montagnes;34210;2.63333;43.4
roqueredonde;ROQUEREDONDE;roqueredonde;Roqueredonde;34650;3.21667;43.8
beziers;BEZIERS;beziers;Béziers;34500;3.25;43.35
saint-felix-de-l-heras;SAINT-FELIX-DE-L'HERAS;saint felix de l heras;Saint-Félix-de-l'Héras;34520;3.3;43.8333
salasc;SALASC;salasc;Salasc;34800;3.31667;43.6167
puisserguier;PUISSERGUIER;puisserguier;Puisserguier;34620;3.03333;43.3667
causses-et-veyran;CAUSSES-ET-VEYRAN;causses et veyran;Causses-et-Veyran;34490;3.08333;43.4667
puimisson;PUIMISSON;puimisson;Puimisson;34480;3.2;43.4333
balaruc-les-bains;BALARUC-LES-BAINS;balaruc les bains;Balaruc-les-Bains;34540;3.66667;43.4333
saint-christol-34;SAINT-CHRISTOL;saint christol;Saint-Christol;34400;4.08333;43.7333
ferrieres-poussarou;FERRIERES-POUSSAROU;ferrieres poussarou;Ferrières-Poussarou;34360;2.88333;43.4833
triadou;LE TRIADOU;le triadou;Le Triadou;34270;3.86667;43.7333
corneilhan;CORNEILHAN;corneilhan;Corneilhan;34490;3.18333;43.4
merifons;MERIFONS;merifons;Mérifons;34800;3.28333;43.6333
thezan-les-beziers;THEZAN-LES-BEZIERS;thezan les beziers;Thézan-lès-Béziers;34490;3.16667;43.4167
lansargues;LANSARGUES;lansargues;Lansargues;34130;4.06667;43.65
joncels;JONCELS;joncels;Joncels;34650;3.18333;43.7333
canet-34;CANET;canet;Canet;34800;3.5;43.6
pomerols;POMEROLS;pomerols;Pomérols;34810;3.5;43.4
cazouls-d-herault;CAZOULS-D'HERAULT;cazouls d herault;Cazouls-d'Hérault;34120;3.46667;43.4833
saint-pons-de-thomieres;SAINT-PONS-DE-THOMIERES;saint pons de thomieres;Saint-Pons-de-Thomières;34220;2.76028;43.4887
saussan;SAUSSAN;saussan;Saussan;34570;3.8;43.5833
meze;MEZE;meze;Mèze;34140;3.6;43.4167
cabrieres-34;CABRIERES;cabrieres;Cabrières;34800;3.36667;43.5833
azillanet;AZILLANET;azillanet;Azillanet;34210;2.75;43.3167
gabian;GABIAN;gabian;Gabian;34320;3.26667;43.5
olmet-et-villecun;OLMET-ET-VILLECUN;olmet et villecun;Olmet-et-Villecun;34700;3.31667;43.7167
sete;SETE;sete;Sète;34200;3.68333;43.4
capestang;CAPESTANG;capestang;Capestang;34310;3.03333;43.3333
saint-guilhem-le-desert;SAINT-GUILHEM-LE-DESERT;saint guilhem le desert;Saint-Guilhem-le-Désert;34150;3.55;43.7333
soulie;LE SOULIE;le soulie;Le Soulié;34330;2.71667;43.55
agones;AGONES;agones;Agonès;34190;3.75;43.9167
pegairolles-de-bueges;PEGAIROLLES-DE-BUEGES;pegairolles de bueges;Pégairolles-de-Buèges;34380;3.58333;43.8
pardailhan;PARDAILHAN;pardailhan;Pardailhan;34360;2.85;43.45
magalas;MAGALAS;magalas;Magalas;34480;3.21667;43.4667
vacquieres;VACQUIERES;vacquieres;Vacquières;34270;3.94445;43.8439
saint-thibery;SAINT-THIBERY;saint thibery;Saint-Thibéry;34630;3.41667;43.4
servian;SERVIAN;servian;Servian;34290;3.3;43.4167
poilhes;POILHES;poilhes;Poilhes;34310;3.08333;43.3167
saint-andre-de-bueges;SAINT-ANDRE-DE-BUEGES;saint andre de bueges;Saint-André-de-Buèges;34190;3.66306;43.8487
castanet-le-haut;CASTANET-LE-HAUT;castanet le haut;Castanet-le-Haut;34610;2.96667;43.6667
saint-hilaire-de-beauvoir;SAINT-HILAIRE-DE-BEAUVOIR;saint hilaire de beauvoir;Saint-Hilaire-de-Beauvoir;34160;4.01667;43.75
pezenes-les-mines;PEZENES-LES-MINES;pezenes les mines;Pézènes-les-Mines;34600;3.25;43.5833
pailhes-34;PAILHES;pailhes;Pailhès;34490;3.18333;43.4333
belarga;BELARGA;belarga;Bélarga;34230;3.48333;43.55
saint-julien-34;SAINT-JULIEN;saint julien;Saint-Julien;34390;2.91667;43.5667
poujols;POUJOLS;poujols;Poujols;34700;3.33333;43.7667
saint-jean-de-vedas;SAINT-JEAN-DE-VEDAS;saint jean de vedas;Saint-Jean-de-Védas;34430;3.83333;43.5833
liausson;LIAUSSON;liausson;Liausson;34800;3.38333;43.6333
saint-nazaire-de-ladarez;SAINT-NAZAIRE-DE-LADAREZ;saint nazaire de ladarez;Saint-Nazaire-de-Ladarez;34490;3.08333;43.5
combes-34;COMBES;combes;Combes;34240;3.06667;43.6
saint-bauzille-de-montmel;SAINT-BAUZILLE-DE-MONTMEL;saint bauzille de montmel;Saint-Bauzille-de-Montmel;34160;3.95;43.7667
roquessels;ROQUESSELS;roquessels;Roquessels;34320;3.21667;43.55
saint-guiraud;SAINT-GUIRAUD;saint guiraud;Saint-Guiraud;34725;3.45;43.6833
adissan;ADISSAN;adissan;Adissan;34230;3.43333;43.5333
celles-34;CELLES;celles;Celles;34800;3.35;43.6667
lieuran-les-beziers;LIEURAN-LES-BEZIERS;lieuran les beziers;Lieuran-lès-Béziers;34290;3.23333;43.4167
saint-pargoire;SAINT-PARGOIRE;saint pargoire;Saint-Pargoire;34230;3.51667;43.5333
pegairolles-de-l-escalette;PEGAIROLLES-DE-L'ESCALETTE;pegairolles de l escalette;Pégairolles-de-l'Escalette;34700;3.32278;43.8028
murviel-les-montpellier;MURVIEL-LES-MONTPELLIER;murviel les montpellier;Murviel-lès-Montpellier;34570;3.73333;43.6167
lodeve;LODEVE;lodeve;Lodève;34700;3.31667;43.7167
laroque-34;LAROQUE;laroque;Laroque;34190;3.73333;43.9167
saint-jean-de-bueges;SAINT-JEAN-DE-BUEGES;saint jean de bueges;Saint-Jean-de-Buèges;34380;3.61667;43.8333
saint-etienne-d-albagnan;SAINT-ETIENNE-D'ALBAGNAN;saint etienne d albagnan;Saint-Étienne-d'Albagnan;34390;2.85;43.5333
nissan-lez-enserune;NISSAN-LEZ-ENSERUNE;nissan lez enserune;Nissan-lez-Enserune;34440;3.13333;43.2833
verargues;VERARGUES;verargues;Vérargues;34400;4.1;43.7167
villemagne-l-argentiere;VILLEMAGNE-L'ARGENTIERE;villemagne l argentiere;Villemagne-l'Argentière;34600;3.11945;43.6178
pinet;PINET;pinet;Pinet;34850;3.51667;43.4
saint-clement-de-riviere;SAINT-CLEMENT-DE-RIVIERE;saint clement de riviere;Saint-Clément-de-Rivière;34980;3.84639;43.6837
rosis;ROSIS;rosis;Rosis;34610;3;43.6167
aires;LES AIRES;les aires;Aires;34600;3.11667;43.5833
margon-34;MARGON;margon;Margon;34320;3.31667;43.4833
jacou;JACOU;jacou;Jacou;34830;3.9;43.6667
clapiers;CLAPIERS;clapiers;Clapiers;34830;3.88333;43.65
pierrerue-34;PIERRERUE;pierrerue;Pierrerue;34360;2.96667;43.4333
saint-etienne-estrechoux;SAINT-ETIENNE-ESTRECHOUX;saint etienne estrechoux;Saint-Étienne-Estréchoux;34260;3.08333;43.6667
paulhan;PAULHAN;paulhan;Paulhan;34230;3.45;43.5333
vendres;VENDRES;vendres;Vendres;34350;3.21667;43.2667
graissessac;GRAISSESSAC;graissessac;Graissessac;34260;3.08333;43.6667
nebian;NEBIAN;nebian;Nébian;34800;3.43333;43.6
notre-dame-de-londres;NOTRE-DAME-DE-LONDRES;notre dame de londres;Notre-Dame-de-Londres;34380;3.78333;43.8167
pezenas;PEZENAS;pezenas;Pézenas;34120;3.41667;43.45
siran-34;SIRAN;siran;Siran;34210;2.66667;43.3167
villespassans;VILLESPASSANS;villespassans;Villespassans;34360;2.9;43.3833
saint-bauzille-de-la-sylve;SAINT-BAUZILLE-DE-LA-SYLVE;saint bauzille de la sylve;Saint-Bauzille-de-la-Sylve;34230;3.55;43.6167
gignac-34;GIGNAC;gignac;Gignac;34150;3.55;43.65
saint-drezery;SAINT-DREZERY;saint drezery;Saint-Drézéry;34160;3.98333;43.7333
babeau-bouldoux;BABEAU-BOULDOUX;babeau bouldoux;Babeau-Bouldoux;34360;2.9;43.4333
saint-jean-de-la-blaquiere;SAINT-JEAN-DE-LA-BLAQUIERE;saint jean de la blaquiere;Saint-Jean-de-la-Blaquière;34700;3.41667;43.7
saint-gely-du-fesc;SAINT-GELY-DU-FESC;saint gely du fesc;Saint-Gély-du-Fesc;34980;3.8;43.7
valergues;VALERGUES;valergues;Valergues;34130;4.06667;43.6667
puissalicon;PUISSALICON;puissalicon;Puissalicon;34480;3.23333;43.45
cazevieille;CAZEVIEILLE;cazevieille;Cazevieille;34270;3.8;43.7667
montarnaud;MONTARNAUD;montarnaud;Montarnaud;34570;3.7;43.65
cambon-et-salvergues;CAMBON-ET-SALVERGUES;cambon et salvergues;Cambon-et-Salvergues;34330;2.86667;43.6167
sauvian;SAUVIAN;sauvian;Sauvian;34410;3.26667;43.3
saint-vincent-d-olargues;SAINT-VINCENT-D'OLARGUES;saint vincent d olargues;Saint-Vincent-d'Olargues;34390;2.87917;43.5606
sussargues;SUSSARGUES;sussargues;Sussargues;34160;4;43.7
poussan;POUSSAN;poussan;Poussan;34560;3.66667;43.4833
lauret-34;LAURET;lauret;Lauret;34270;3.88333;43.8333
assignan;ASSIGNAN;assignan;Assignan;34360;2.88333;43.4
saint-nazaire-de-pezan;SAINT-NAZAIRE-DE-PEZAN;saint nazaire de pezan;Saint-Nazaire-de-Pézan;34400;4.13333;43.6333
cebazan;CEBAZAN;cebazan;Cébazan;34360;2.98333;43.4
valflaunes;VALFLAUNES;valflaunes;Valflaunès;34270;3.86667;43.8
montels-34;MONTELS;montels;Montels;34310;3.03333;43.3
saint-genies-des-mourgues;SAINT-GENIES-DES-MOURGUES;saint genies des mourgues;Saint-Geniès-des-Mourgues;34160;4.03333;43.7
villeneuvette;VILLENEUVETTE;villeneuvette;Villeneuvette;34800;3.41667;43.6167
laverune;LAVERUNE;laverune;Lavérune;34880;3.83333;43.5833
brissac;BRISSAC;brissac;Brissac;34190;3.7;43.8667
carlencas-et-levas;CARLENCAS-ET-LEVAS;carlencas et levas;Carlencas-et-Levas;34600;3.23333;43.6333
guzargues;GUZARGUES;guzargues;Guzargues;34820;3.91667;43.7167
coulobres;COULOBRES;coulobres;Coulobres;34290;3.28333;43.45
fozieres;FOZIERES;fozieres;Fozières;34700;3.35;43.75
maureilhan;MAUREILHAN;maureilhan;Maureilhan;34370;3.12;43.3573
cournonsec;COURNONSEC;cournonsec;Cournonsec;34660;3.71667;43.55
pignan;PIGNAN;pignan;Pignan;34570;3.76667;43.5833
aigne-34;AIGNE;aigne;Aigne;34210;2.81667;43.3333
boujan-sur-libron;BOUJAN-SUR-LIBRON;boujan sur libron;Boujan-sur-Libron;34760;3.25;43.3667
cazouls-les-beziers;CAZOULS-LES-BEZIERS;cazouls les beziers;Cazouls-lès-Béziers;34370;3.1;43.3833
portiragnes;PORTIRAGNES;portiragnes;Portiragnes;34420;3.33333;43.3
saint-bauzille-de-putois;SAINT-BAUZILLE-DE-PUTOIS;saint bauzille de putois;Saint-Bauzille-de-Putois;34190;3.73333;43.9
arboras;ARBORAS;arboras;Arboras;34150;3.48333;43.7167
rouet;ROUET;rouet;Rouet;34380;3.81306;43.812
jonquieres-34;JONQUIERES;jonquieres;Jonquières;34725;3.46667;43.6833
saint-privat-34;SAINT-PRIVAT;saint privat;Saint-Privat;34700;3.41667;43.75
argelliers;ARGELLIERS;argelliers;Argelliers;34380;3.68333;43.7
saint-genies-de-varensal;SAINT-GENIES-DE-VARENSAL;saint genies de varensal;Saint-Geniès-de-Varensal;34610;3;43.6667
mas-de-londres;MAS-DE-LONDRES;mas de londres;Mas-de-Londres;34380;3.75;43.7833
castries;CASTRIES;castries;Castries;34160;3.98333;43.6667
montbazin;MONTBAZIN;montbazin;Montbazin;34560;3.68333;43.5167
soumont;SOUMONT;soumont;Soumont;34700;3.36667;43.7333
frontignan;FRONTIGNAN;frontignan;Frontignan;34110;3.75;43.45
marseillan-34;MARSEILLAN;marseillan;Marseillan;34340;3.53333;43.35
saint-maurice-navacelles;SAINT-MAURICE-NAVACELLES;saint maurice navacelles;Saint-Maurice-Navacelles;34520;3.5;43.8333
cres;LE CRES;le cres;Le Crès;34920;3.93333;43.65
montpellier;MONTPELLIER;montpellier;Montpellier;34000-34070-34080-34090;3.88333;43.6
aumelas;AUMELAS;aumelas;Aumelas;34230;3.59861;43.6028
plaissan;PLAISSAN;plaissan;Plaissan;34230;3.53333;43.55
usclas-d-herault;USCLAS-D'HERAULT;usclas d herault;Usclas-d'Hérault;34230;3.46417;43.5187
saint-bres-34;SAINT-BRES;saint bres;Saint-Brès;34670;4.025;43.6667
villeneuve-les-beziers;VILLENEUVE-LES-BEZIERS;villeneuve les beziers;Villeneuve-lès-Béziers;34420;3.26667;43.3167
matelles;LES MATELLES;les matelles;Matelles;34270;3.81667;43.7333
garrigues-34;GARRIGUES;garrigues;Garrigues;34160;4.01667;43.8
villeneuve-les-maguelone;VILLENEUVE-LES-MAGUELONE;villeneuve les maguelone;Villeneuve-lès-Maguelone;34750;3.86084;43.5323
saint-jean-de-minervois;SAINT-JEAN-DE-MINERVOIS;saint jean de minervois;Saint-Jean-de-Minervois;34360;2.83333;43.3833
saint-gervais-sur-mare;SAINT-GERVAIS-SUR-MARE;saint gervais sur mare;Saint-Gervais-sur-Mare;34610;3.03333;43.65
serignan;SERIGNAN;serignan;Sérignan;34410;3.28333;43.2833
verreries-de-moussans;VERRERIES-DE-MOUSSANS;verreries de moussans;Verreries-de-Moussans;34220;2.7;43.45
vendargues;VENDARGUES;vendargues;Vendargues;34740;3.96667;43.65
vailhauques;VAILHAUQUES;vailhauques;Vailhauquès;34570;3.71667;43.6667
saint-pierre-de-la-fage;SAINT-PIERRE-DE-LA-FAGE;saint pierre de la fage;Saint-Pierre-de-la-Fage;34520;3.41667;43.7833
lagamas;LAGAMAS;lagamas;Lagamas;34150;3.51667;43.6667
aniane;ANIANE;aniane;Aniane;34150;3.58333;43.6833
maraussan;MARAUSSAN;maraussan;Maraussan;34370;3.15;43.3667
tour-sur-orb;LA TOUR-SUR-ORB;la tour sur orb;La Tour-sur-Orb;34260;3.15;43.65
claret-34;CLARET;claret;Claret;34270;3.9;43.8667
fraisse-sur-agout;FRAISSE-SUR-AGOUT;fraisse sur agout;Fraisse-sur-Agout;34330;2.81667;43.6
octon;OCTON;octon;Octon;34800;3.3;43.65
loupian;LOUPIAN;loupian;Loupian;34140;3.61667;43.45
cournonterral;COURNONTERRAL;cournonterral;Cournonterral;34660;3.71667;43.55
lunel;LUNEL;lunel;Lunel;34400;4.13333;43.6833
dio-et-valquieres;DIO-ET-VALQUIERES;dio et valquieres;Dio-et-Valquières;34650;3.2;43.6667
saint-just-34;SAINT-JUST;saint just;Saint-Just;34400;4.11667;43.65
grabels;GRABELS;grabels;Grabels;34790;3.78333;43.65
fouzilhon;FOUZILHON;fouzilhon;Fouzilhon;34480;3.25;43.5
caux;CAUX;caux;Caux;34720;3.36667;43.5
berlou;BERLOU;berlou;Berlou;34360;2.95;43.4833
aspiran;ASPIRAN;aspiran;Aspiran;34800;3.43333;43.5667
courniou;COURNIOU;courniou;Courniou;34220;2.73333;43.4667
saint-pons-de-mauchiens;SAINT-PONS-DE-MAUCHIENS;saint pons de mauchiens;Saint-Pons-de-Mauchiens;34230;3.51667;43.5167
montaud-34;MONTAUD;montaud;Montaud;34160;3.95;43.75
grande-motte;LA GRANDE-MOTTE;la grande motte;La Grande-Motte;34280;4.08333;43.5667
puech;LE PUECH;le puech;Le Puech;34700;3.31667;43.7
colombiers-34;COLOMBIERS;colombiers;Colombiers;34440;3.13333;43.3167
pouzols;POUZOLS;pouzols;Pouzols;34230;3.5;43.6167
cazedarnes;CAZEDARNES;cazedarnes;Cazedarnes;34460;3.03333;43.4167
sainte-croix-de-quintillargues;SAINTE-CROIX-DE-QUINTILLARGUES;sainte croix de quintillargues;Sainte-Croix-de-Quintillargues;34270;3.90917;43.7725
pradal;LE PRADAL;le pradal;Le Pradal;34600;3.11667;43.6333
assas;ASSAS;assas;Assas;34820;3.88333;43.7
castelnau-de-guers;CASTELNAU-DE-GUERS;castelnau de guers;Castelnau-de-Guers;34120;3.43333;43.4333
agel;AGEL;agel;Agel;34210;2.85;43.3333
pouzolles;POUZOLLES;pouzolles;Pouzolles;34480;3.26667;43.4833
moules-et-baucels;MOULES-ET-BAUCELS;moules et baucels;Moulès-et-Baucels;34190;3.71667;43.95
colombieres-sur-orb;COLOMBIERES-SUR-ORB;colombieres sur orb;Colombières-sur-Orb;34390;3.01028;43.5803
taussac-la-billiere;TAUSSAC-LA-BILLIERE;taussac la billiere;Taussac-la-Billière;34600;3.1;43.6167
gornies;GORNIES;gornies;Gorniès;34190;3.63333;43.9
saint-mathieu-de-treviers;SAINT-MATHIEU-DE-TREVIERS;saint mathieu de treviers;Saint-Mathieu-de-Tréviers;34270;3.85;43.7667
cers;CERS;cers;Cers;34420;3.3;43.3167
montpeyroux-34;MONTPEYROUX;montpeyroux;Montpeyroux;34150;3.5;43.6833
saint-genies-de-fontedit;SAINT-GENIES-DE-FONTEDIT;saint genies de fontedit;Saint-Geniès-de-Fontedit;34480;3.17889;43.4684
popian;POPIAN;popian;Popian;34230;3.53333;43.6167
murles;MURLES;murles;Murles;34980;3.76667;43.6833
lacoste-34;LACOSTE;lacoste;Lacoste;34800;3.43333;43.65
vias;VIAS;vias;Vias;34450;3.41667;43.3
lamalou-les-bains;LAMALOU-LES-BAINS;lamalou les bains;Lamalou-les-Bains;34240;3.06667;43.6
juvignac;JUVIGNAC;juvignac;Juvignac;34990;3.8;43.6167
cazilhac-34;CAZILHAC;cazilhac;Cazilhac;34190;3.7;43.925
vailhan;VAILHAN;vailhan;Vailhan;34320;3.3;43.55
caylar;LE CAYLAR;le caylar;Le Caylar;34520;3.3;43.85
prades-sur-vernazobre;PRADES-SUR-VERNAZOBRE;prades sur vernazobre;Prades-sur-Vernazobre;34360;2.98333;43.45
montagnac-34;MONTAGNAC;montagnac;Montagnac;34530;3.48333;43.4833
fontanes-34;FONTANES;fontanes;Fontanès;34270;3.91445;43.7945
buzignargues;BUZIGNARGUES;buzignargues;Buzignargues;34160;4;43.7667
